date_time,sea_level
2004-09-16 04:00:00,1.8991757788249373
2005-08-29 17:00:00,1.7004608095582248
2008-09-11 16:00:00,1.0644159819555932
1995-10-04 20:00:00,1.0395296151207443
2002-09-26 11:00:00,1.0389533622569387
1985-09-02 09:00:00,1.0285152987734933
2017-10-08 05:00:00,1.0234623875502094
2012-08-29 16:00:00,1.00077150144285
2005-09-23 09:00:00,0.9691261660135788
2008-09-01 17:00:00,0.9515510829812188
2020-09-15 16:00:00,0.9408991753192641
1985-08-30 16:00:00,0.9125520417302535
2009-11-10 10:00:00,0.8946535557830877
2021-08-29 13:00:00,0.8811796838424892
2020-06-07 17:00:00,0.8762552730618424
2002-09-14 13:00:00,0.8741150312666836
1985-10-31 03:00:00,0.8577182592499272
2018-10-10 05:00:00,0.8494834342710816
1985-10-28 06:00:00,0.8447572633117189
2005-07-10 19:00:00,0.7891380105151272
2020-10-29 07:00:00,0.7793073310772972
2020-09-24 10:00:00,0.7647804673051161
2011-09-04 09:00:00,0.746659445244464
2015-10-27 03:00:00,0.7381229587968363
2009-10-23 06:00:00,0.7329000162315098
2009-05-23 13:00:00,0.7319717537165237
2006-10-17 14:00:00,0.728845920489018
2018-09-05 12:00:00,0.7169543093938693
1993-12-14 04:00:00,0.7014790688349981
2019-07-13 12:00:00,0.6947350874052897
1992-10-03 09:00:00,0.6924048598460216
1994-10-02 15:00:00,0.688511394781161
1983-03-05 20:00:00,0.6878818474664401
2002-10-03 15:00:00,0.6808561347405889
1988-09-16 08:00:00,0.6754569045406732
2020-10-10 10:00:00,0.6715634012221023
2017-06-22 13:00:00,0.6649230614004893
2019-10-19 08:00:00,0.6644078187518621
2020-08-26 11:00:00,0.6621733343043207
2009-12-02 05:00:00,0.6503579163002332
2019-10-16 03:00:00,0.6444513450237164
1991-05-26 13:00:00,0.6441316473144159
2005-06-11 17:00:00,0.6345325733431052
1986-10-25 09:00:00,0.6328444473547594
1992-02-05 08:00:00,0.6306749829976737
2020-04-12 20:00:00,0.6290133085236168
2009-03-28 11:00:00,0.6247326155595873
2012-06-24 19:00:00,0.624665203206508
2020-10-22 07:00:00,0.6224022974886156
2019-10-07 08:00:00,0.6205706183141223
1983-11-20 04:00:00,0.6203635680375924
2006-11-07 02:00:00,0.6175678045701567
1983-04-14 13:00:00,0.6143431391927108
2020-01-11 04:00:00,0.6122704829210714
1985-08-15 16:00:00,0.6087555411830787
1995-08-04 09:00:00,0.6073633976010704
2020-09-22 08:00:00,0.6058087311180085
1983-01-20 23:00:00,0.6024770833659543
2015-11-18 06:00:00,0.6018227971039187
2003-06-30 14:00:00,0.6001937098659901
2005-07-06 17:00:00,0.5951934075883963
1991-05-23 13:00:00,0.595172347204981
2009-09-12 10:00:00,0.5944539869642012
1983-03-27 03:00:00,0.5925929912986796
2009-12-25 00:00:00,0.5910487101871903
2020-05-26 18:00:00,0.5904175073478447
1986-12-01 02:00:00,0.5893464389715952
2001-10-13 14:00:00,0.5866728537337141
1992-08-25 16:00:00,0.5859300014895624
2016-04-28 20:00:00,0.5856170891457948
2002-09-07 17:00:00,0.5842077365729705
2017-10-10 06:00:00,0.5834346890135748
1985-11-02 05:00:00,0.5826899954370348
1984-09-22 13:00:00,0.5821935250834457
2009-09-14 11:00:00,0.5804262884275665
